time	V(Vin,Vc)	V(vc)	I(C1)
3.942223107210315e-002	9.212880e-001	6.078712e+000	8.530446e-004
3.952463107210610e-002	9.164481e-001	6.083552e+000	8.485630e-004
3.962703107210904e-002	9.116335e-001	6.088367e+000	8.441050e-004
3.972943107211199e-002	9.068441e-001	6.093156e+000	8.396704e-004
3.983183107211493e-002	9.020796e-001	6.097920e+000	8.352590e-004
3.993423107211788e-002	8.973408e-001	6.102659e+000	8.308709e-004
4.003663107212082e-002	8.926263e-001	6.107374e+000	8.265058e-004
4.013903107212376e-002	8.879366e-001	6.112063e+000	8.221636e-004
4.024143107212671e-002	8.832717e-001	6.116728e+000	8.178442e-004
4.034383107212965e-002	8.786316e-001	6.121368e+000	8.135476e-004
4.044623107213260e-002	8.740153e-001	6.125985e+000	8.092735e-004
4.054863107213554e-002	8.694239e-001	6.130576e+000	8.050219e-004
4.065103107213849e-002	8.648558e-001	6.135144e+000	8.007926e-004
4.075343107214143e-002	8.603125e-001	6.139688e+000	7.965855e-004
4.085583107214438e-002	8.557925e-001	6.144207e+000	7.924005e-004
4.095823107214732e-002	8.512964e-001	6.148704e+000	7.882376e-004
4.106063107215027e-002	8.468242e-001	6.153176e+000	7.840964e-004
4.116303107215321e-002	8.423753e-001	6.157625e+000	7.799771e-004
4.126543107215615e-002	8.379498e-001	6.162050e+000	7.758794e-004
4.136783107215910e-002	8.335476e-001	6.166452e+000	7.718031e-004
4.147023107216204e-002	8.291683e-001	6.170832e+000	7.677484e-004
4.157263107216499e-002	8.248119e-001	6.175188e+000	7.637149e-004
4.167503107216793e-002	8.204789e-001	6.179521e+000	7.597026e-004
4.177743107217088e-002	8.161683e-001	6.183832e+000	7.557114e-004
4.187983107217382e-002	8.118806e-001	6.188119e+000	7.517412e-004
4.198223107217677e-002	8.076153e-001	6.192385e+000	7.477918e-004
4.208463107217971e-002	8.033724e-001	6.196628e+000	7.438632e-004
4.218703107218266e-002	7.991514e-001	6.200849e+000	7.399552e-004
4.228943107218560e-002	7.949533e-001	6.205047e+000	7.360677e-004
4.239183107218855e-002	7.907767e-001	6.209223e+000	7.322007e-004
4.249423107219149e-002	7.866225e-001	6.213377e+000	7.283540e-004
4.259663107219443e-002	7.824898e-001	6.217510e+000	7.245275e-004
4.269903107219738e-002	7.783790e-001	6.221621e+000	7.207210e-004
4.280143107220032e-002	7.742896e-001	6.225710e+000	7.169346e-004
4.290383107220327e-002	7.702217e-001	6.229778e+000	7.131681e-004
4.300623107220621e-002	7.661753e-001	6.233825e+000	7.094214e-004
4.310863107220916e-002	7.621498e-001	6.237850e+000	7.056944e-004
4.321103107221210e-002	7.581458e-001	6.241854e+000	7.019869e-004
4.331343107221505e-002	7.541628e-001	6.245837e+000	6.982989e-004
4.341583107221799e-002	7.502007e-001	6.249799e+000	6.946303e-004
4.351823107222094e-002	7.462592e-001	6.253741e+000	6.909809e-004
4.362063107222388e-002	7.423387e-001	6.257661e+000	6.873508e-004
4.372303107222682e-002	7.384391e-001	6.261561e+000	6.837397e-004
4.382543107222977e-002	7.345595e-001	6.265440e+000	6.801476e-004
4.392783107223271e-002	7.307005e-001	6.269300e+000	6.765743e-004
4.403023107223566e-002	7.268615e-001	6.273139e+000	6.730199e-004
4.413263107223860e-002	7.230430e-001	6.276957e+000	6.694840e-004
4.423503107224155e-002	7.192440e-001	6.280756e+000	6.659668e-004
4.433743107224449e-002	7.154655e-001	6.284534e+000	6.624680e-004
4.443983107224744e-002	7.117066e-001	6.288293e+000	6.589877e-004
4.454223107225038e-002	7.079678e-001	6.292032e+000	6.555256e-004
4.464463107225333e-002	7.042484e-001	6.295752e+000	6.520817e-004
4.474703107225627e-002	7.005482e-001	6.299452e+000	6.486559e-004
4.484943107225922e-002	6.968679e-001	6.303132e+000	6.452481e-004
4.495183107226216e-002	6.932068e-001	6.306793e+000	6.418582e-004
4.505423107226510e-002	6.895652e-001	6.310435e+000	6.384861e-004
4.515663107226805e-002	6.859422e-001	6.314058e+000	6.351317e-004
4.525903107227099e-002	6.823387e-001	6.317661e+000	6.317950e-004
4.536143107227394e-002	6.787539e-001	6.321246e+000	6.284757e-004
4.546383107227688e-002	6.751881e-001	6.324812e+000	6.251740e-004
4.556623107227983e-002	6.716409e-001	6.328359e+000	6.218895e-004
4.566863107228277e-002	6.681123e-001	6.331888e+000	6.186223e-004
4.577103107228572e-002	6.646023e-001	6.335398e+000	6.153723e-004
4.587343107228866e-002	6.611104e-001	6.338890e+000	6.121394e-004
4.597583107229161e-002	6.576371e-001	6.342363e+000	6.089234e-004
4.607823107229455e-002	6.541824e-001	6.345818e+000	6.057243e-004
4.618063107229749e-002	6.507454e-001	6.349255e+000	6.025421e-004
4.628303107230044e-002	6.473265e-001	6.352674e+000	5.993766e-004
4.638543107230338e-002	6.439257e-001	6.356074e+000	5.962276e-004
4.648783107230633e-002	6.405430e-001	6.359457e+000	5.930953e-004
4.659023107230927e-002	6.371779e-001	6.362822e+000	5.899793e-004
4.669263107231222e-002	6.338301e-001	6.366170e+000	5.868798e-004
4.679503107231516e-002	6.305003e-001	6.369500e+000	5.837966e-004
4.689743107231811e-002	6.271877e-001	6.372812e+000	5.807295e-004
4.699983107232105e-002	6.238928e-001	6.376107e+000	5.776786e-004
4.710223107232400e-002	6.206150e-001	6.379385e+000	5.746437e-004
4.720463107232694e-002	6.173549e-001	6.382645e+000	5.716247e-004
4.730703107232989e-002	6.141114e-001	6.385889e+000	5.686216e-004
4.740943107233283e-002	6.108851e-001	6.389115e+000	5.656342e-004
4.751183107233577e-002	6.076756e-001	6.392324e+000	5.626626e-004
4.761423107233872e-002	6.044831e-001	6.395517e+000	5.597066e-004
4.771663107234166e-002	6.013074e-001	6.398693e+000	5.567661e-004
4.781903107234461e-002	5.981483e-001	6.401852e+000	5.538410e-004
4.792143107234755e-002	5.950060e-001	6.404994e+000	5.509313e-004
4.802383107235050e-002	5.918798e-001	6.408120e+000	5.480369e-004
4.812623107235344e-002	5.887704e-001	6.411230e+000	5.451578e-004
4.822863107235639e-002	5.856771e-001	6.414323e+000	5.422937e-004
4.833103107235933e-002	5.826001e-001	6.417400e+000	5.394447e-004
4.843343107236228e-002	5.795393e-001	6.420461e+000	5.366106e-004
4.853583107236522e-002	5.764947e-001	6.423505e+000	5.337915e-004
4.863823107236816e-002	5.734663e-001	6.426534e+000	5.309871e-004
4.874063107237111e-002	5.704532e-001	6.429547e+000	5.281975e-004
4.884303107237405e-002	5.674562e-001	6.432544e+000	5.254226e-004
4.894543107237700e-002	5.644751e-001	6.435525e+000	5.226622e-004
4.904783107237994e-002	5.615096e-001	6.438490e+000	5.199163e-004
4.915023107238289e-002	5.585594e-001	6.441441e+000	5.171848e-004
4.925263107238583e-002	5.556250e-001	6.444375e+000	5.144677e-004
4.935503107238878e-002	5.527062e-001	6.447294e+000	5.117649e-004
4.945743107239172e-002	5.498023e-001	6.450198e+000	5.090763e-004
4.955983107239467e-002	5.469141e-001	6.453086e+000	5.064018e-004
4.966223107239761e-002	5.440407e-001	6.455959e+000	5.037413e-004
4.976463107240055e-002	5.411825e-001	6.458817e+000	5.010949e-004
4.986703107240350e-002	5.383391e-001	6.461661e+000	4.984623e-004
4.996943107240644e-002	5.355110e-001	6.464489e+000	4.958435e-004
5.007183107240939e-002	5.326977e-001	6.467302e+000	4.932386e-004
5.017423107241233e-002	5.298991e-001	6.470101e+000	4.906472e-004
5.027663107241528e-002	5.271153e-001	6.472885e+000	4.880695e-004
5.037903107241822e-002	5.243459e-001	6.475654e+000	4.855054e-004
5.048143107242117e-002	5.215912e-001	6.478409e+000	4.829548e-004
5.058383107242411e-002	5.188508e-001	6.481149e+000	4.804175e-004
5.068623107242706e-002	5.161252e-001	6.483875e+000	4.778935e-004
5.078863107243000e-002	5.134134e-001	6.486587e+000	4.753828e-004
5.089103107243295e-002	5.107160e-001	6.489284e+000	4.728854e-004
5.099343107243589e-002	5.080333e-001	6.491967e+000	4.704010e-004
5.109583107243883e-002	5.053639e-001	6.494636e+000	4.679297e-004
5.119823107244178e-002	5.027089e-001	6.497291e+000	4.654713e-004
5.130063107244472e-002	5.000682e-001	6.499932e+000	4.630259e-004
5.140303107244767e-002	4.974408e-001	6.502559e+000	4.605933e-004
5.150543107245061e-002	4.948273e-001	6.505173e+000	4.581736e-004
5.160783107245356e-002	4.922280e-001	6.507772e+000	4.557665e-004
5.171023107245650e-002	4.896417e-001	6.510358e+000	4.533720e-004
5.181263107245945e-002	4.870696e-001	6.512930e+000	4.509902e-004
5.191503107246239e-002	4.845104e-001	6.515490e+000	4.486208e-004
5.201743107246534e-002	4.819651e-001	6.518035e+000	4.462640e-004
5.211983107246828e-002	4.794331e-001	6.520567e+000	4.439194e-004
5.222223107247122e-002	4.769144e-001	6.523086e+000	4.415872e-004
5.232463107247417e-002	4.744086e-001	6.525591e+000	4.392673e-004
5.242703107247711e-002	4.719162e-001	6.528084e+000	4.369596e-004
5.252943107248006e-002	4.694371e-001	6.530563e+000	4.346639e-004
5.263183107248300e-002	4.669709e-001	6.533029e+000	4.323804e-004
5.273423107248595e-002	4.645176e-001	6.535482e+000	4.301088e-004
5.283663107248889e-002	4.620771e-001	6.537923e+000	4.278492e-004
5.293903107249184e-002	4.596496e-001	6.540350e+000	4.256014e-004
5.304143107249478e-002	4.572349e-001	6.542765e+000	4.233654e-004
5.314383107249773e-002	4.548326e-001	6.545167e+000	4.211412e-004
5.324623107250067e-002	4.524431e-001	6.547557e+000	4.189287e-004
5.334863107250362e-002	4.500661e-001	6.549934e+000	4.167278e-004
5.345103107250656e-002	4.477015e-001	6.552299e+000	4.145385e-004
5.355343107250950e-002	4.453497e-001	6.554650e+000	4.123606e-004
5.365583107251245e-002	4.430099e-001	6.556990e+000	4.101942e-004
5.375823107251539e-002	4.406824e-001	6.559318e+000	4.080392e-004
5.386063107251834e-002	4.383674e-001	6.561633e+000	4.058955e-004
5.396303107252128e-002	4.360642e-001	6.563936e+000	4.037631e-004
5.406543107252423e-002	4.337730e-001	6.566227e+000	4.016419e-004
5.416783107252717e-002	4.314942e-001	6.568506e+000	3.995318e-004
5.427023107253012e-002	4.292274e-001	6.570773e+000	3.974328e-004
5.437263107253306e-002	4.269724e-001	6.573028e+000	3.953448e-004
5.447503107253601e-002	4.247293e-001	6.575271e+000	3.932678e-004
5.457743107253895e-002	4.224977e-001	6.577502e+000	3.912017e-004
5.467983107254189e-002	4.202781e-001	6.579722e+000	3.891465e-004
5.478223107254484e-002	4.180703e-001	6.581930e+000	3.871021e-004
5.488463107254778e-002	4.158740e-001	6.584126e+000	3.850684e-004
5.498703107255073e-002	4.136891e-001	6.586311e+000	3.830453e-004
5.508943107255367e-002	4.115157e-001	6.588484e+000	3.810330e-004
5.519183107255662e-002	4.093537e-001	6.590646e+000	3.790312e-004
5.529423107255956e-002	4.072032e-001	6.592797e+000	3.770399e-004
5.539663107256251e-002	4.050636e-001	6.594936e+000	3.750590e-004
5.549903107256545e-002	4.029355e-001	6.597064e+000	3.730886e-004
5.560143107256840e-002	4.008188e-001	6.599181e+000	3.711285e-004
5.570383107257134e-002	3.987131e-001	6.601287e+000	3.691788e-004
5.580623107257429e-002	3.966184e-001	6.603382e+000	3.672392e-004
5.590863107257723e-002	3.945346e-001	6.605465e+000	3.653099e-004
5.601103107258017e-002	3.924618e-001	6.607538e+000	3.633907e-004
5.611343107258312e-002	3.903999e-001	6.609600e+000	3.614816e-004
5.621583107258606e-002	3.883491e-001	6.611651e+000	3.595825e-004
5.631823107258901e-002	3.863087e-001	6.613691e+000	3.576934e-004
5.642063107259195e-002	3.842793e-001	6.615721e+000	3.558141e-004
5.652303107259490e-002	3.822603e-001	6.617740e+000	3.539448e-004
5.662543107259784e-002	3.802524e-001	6.619748e+000	3.520853e-004
5.672783107260079e-002	3.782544e-001	6.621746e+000	3.502356e-004
5.683023107260373e-002	3.762674e-001	6.623733e+000	3.483956e-004
5.693263107260668e-002	3.742905e-001	6.625710e+000	3.465652e-004
5.703503107260962e-002	3.723240e-001	6.627676e+000	3.447445e-004
5.713743107261256e-002	3.703680e-001	6.629632e+000	3.429333e-004
5.723983107261551e-002	3.684220e-001	6.631578e+000	3.411317e-004
5.734223107261845e-002	3.664865e-001	6.633513e+000	3.393395e-004
5.744463107262140e-002	3.645611e-001	6.635439e+000	3.375568e-004
5.754703107262434e-002	3.626461e-001	6.637354e+000	3.357833e-004
5.764943107262729e-002	3.607407e-001	6.639259e+000	3.340193e-004
5.775183107263023e-002	3.588457e-001	6.641154e+000	3.322645e-004
5.785423107263318e-002	3.569603e-001	6.643040e+000	3.305188e-004
5.795663107263612e-002	3.550849e-001	6.644915e+000	3.287824e-004
5.805903107263907e-002	3.532195e-001	6.646780e+000	3.270551e-004
5.816143107264201e-002	3.513637e-001	6.648636e+000	3.253369e-004
5.826383107264496e-002	3.495178e-001	6.650482e+000	3.236277e-004
5.836623107264790e-002	3.476815e-001	6.652318e+000	3.219275e-004
5.846863107265084e-002	3.458552e-001	6.654145e+000	3.202362e-004
5.857103107265379e-002	3.440380e-001	6.655962e+000	3.185538e-004
5.867343107265673e-002	3.422308e-001	6.657769e+000	3.168802e-004
5.877583107265968e-002	3.404326e-001	6.659567e+000	3.152154e-004
5.887823107266262e-002	3.386440e-001	6.661356e+000	3.135594e-004
5.898063107266557e-002	3.368649e-001	6.663135e+000	3.119121e-004
5.908303107266851e-002	3.350954e-001	6.664905e+000	3.102734e-004
5.918543107267146e-002	3.333349e-001	6.666665e+000	3.086433e-004
5.928783107267440e-002	3.315835e-001	6.668417e+000	3.070218e-004
5.939023107267735e-002	3.298416e-001	6.670158e+000	3.054088e-004
5.949263107268029e-002	3.281088e-001	6.671891e+000	3.038043e-004
5.959503107268323e-002	3.263850e-001	6.673615e+000	3.022083e-004
5.969743107268618e-002	3.246703e-001	6.675330e+000	3.006206e-004
5.979983107268912e-002	3.229647e-001	6.677035e+000	2.990412e-004
5.990223107269207e-002	3.212676e-001	6.678732e+000	2.974702e-004
5.999993107269488e-002	3.196573e-001	6.680343e+000	2.959789e-004
6.000000000000000e-002	3.196559e-001	6.680344e+000	2.959779e-004
